chr	start	end	strand	pvalue	qvalue	meth.diff
28317	chr1	30138401	30138600	*	4.39645479805165e-05	0.00089090044661623	10.4312633969991
28446	chr1	30382001	30382200	*	1.58169593672896e-10	8.08460156093157e-09	20.4459271348342
28613	chr1	30660001	30660200	*	0.000175477826054598	0.00301711074409045	10.6728538283063
28714	chr1	30842601	30842800	*	6.97201375130898e-09	2.87500314672671e-07	23.1013505758121
28730	chr1	30847801	30848000	*	1.74962147517752e-08	6.8100190365059e-07	14.4393813863574
28854	chr1	31011801	31012000	*	2.67167541282359e-06	7.13126341611233e-05	12.9704573047349
28855	chr1	31012201	31012400	*	0.00125734448951421	0.0161152288433069	12.9862424444692
28897	chr1	31099801	31100000	*	1.76858883742328e-06	4.89028561843324e-05	16.2342638204707
29157	chr1	31418201	31418400	*	9.2097854071737e-08	3.20950536847247e-06	16.1715573803486
29331	chr1	31693401	31693600	*	9.80274721428518e-05	0.00181239761292106	10.06006006006
29445	chr1	31864801	31865000	*	6.60504249969731e-05	0.00127789067781346	14.6100071895125
29455	chr1	31879201	31879400	*	6.86584986168816e-05	0.0013229429081999	11.6526049492109
29523	chr1	31974401	31974600	*	1.05051322968237e-05	0.000247737586140499	14.7925843458057
29664	chr1	32159401	32159600	*	5.42825491356896e-07	1.64904737138979e-05	13.5036280609455
29676	chr1	32180201	32180400	*	9.94502059396966e-06	0.000235801572268716	10.7379724181493
29683	chr1	32196201	32196400	*	1.43221314046206e-06	4.03401571427606e-05	14.3111026698502
29692	chr1	32232401	32232600	*	3.03614410444139e-11	1.69060247779508e-09	22.8300395256917
29733	chr1	32280601	32280800	*	1.12083255900105e-06	3.22238502410115e-05	12.7792070717066
29903	chr1	32584001	32584200	*	1.78702058262937e-43	7.16787899084557e-41	29.1741998229449
29990	chr1	32720201	32720400	*	3.23356207863848e-05	0.000677371623018593	10.9481612760301
30000	chr1	32734201	32734400	*	8.72667907109133e-05	0.00163571039384237	12.1721040189125
30028	chr1	32778001	32778200	*	3.86166239837939e-07	1.20611341192703e-05	20.5773955773956
30064	chr1	32843801	32844000	*	1.00621237238876e-10	5.25612061246249e-09	26.8357933579336
30187	chr1	33051001	33051200	*	6.67402803795928e-07	1.99322476204831e-05	14.7018970189702
30190	chr1	33055001	33055200	*	2.66514316594732e-06	7.1149614650833e-05	13.156345655757
30211	chr1	33083001	33083200	*	3.63673221132869e-05	0.000752756042458371	17.0790798965564
30235	chr1	33142801	33143000	*	0.000464524469430738	0.00698045262070474	10.793355351545
30314	chr1	33232001	33232200	*	2.82544598525984e-07	9.04850515080898e-06	14.5604395604396
30354	chr1	33297801	33298000	*	2.10672676347477e-06	5.73452708144561e-05	15.7999522178864
30388	chr1	33368201	33368400	*	2.47987313063334e-06	6.66493763804461e-05	10.7331769010499
30536	chr1	33595201	33595400	*	2.8051760561478e-07	8.98715163050205e-06	19.4295402413484
30547	chr1	33606401	33606600	*	0.00183054176406971	0.0219943187697573	12.5122692217808
30677	chr1	33695401	33695600	*	5.762301796728e-11	3.10071770058893e-09	23.0485182468481
30678	chr1	33696001	33696200	*	2.51668464999169e-08	9.56982181743278e-07	16.6104728604729
30722	chr1	33772801	33773000	*	0.00076796170435084	0.0106648005994681	10.0988268855704
30747	chr1	33812201	33812400	*	1.10015995371099e-05	0.000258205544513697	15.488528656214
30775	chr1	33843801	33844000	*	0.000107041351789596	0.0019577061963124	15.5069828210244
30866	chr1	33953401	33953600	*	8.77427420778915e-06	0.000210341128321179	17.8244806492641
31027	chr1	34139601	34139800	*	8.27624714293664e-07	2.43329560567333e-05	15.7391931596263
31257	chr1	34367401	34367600	*	1.13649200566506e-06	3.2629558481507e-05	21.4728126741501
31350	chr1	34453201	34453400	*	1.23106052286413e-07	4.19249039117044e-06	18.3433570256971
31388	chr1	34483001	34483200	*	0.0001207285020397	0.00217732155503975	10.4365079365079
31406	chr1	34524201	34524400	*	2.76963974386905e-09	1.20658244707844e-07	20.5718114809024
31419	chr1	34548601	34548800	*	0.000279797908322309	0.00452012163135058	12.17639043726
31421	chr1	34553801	34554000	*	1.66978750843789e-05	0.000375403635211034	17.7252060244388
31472	chr1	34588001	34588200	*	0.00092390184259759	0.0124709154416576	12.162492662884
31510	chr1	34672001	34672200	*	0.000406397416037718	0.00623063473551541	14.5690107667294
31564	chr1	34771201	34771400	*	4.66436051635248e-07	1.4366945371102e-05	14.4958035205863
31716	chr1	35063201	35063400	*	0.00183045530571569	0.0219940973673835	10.0292566872428
31986	chr1	35461401	35461600	*	0.000233043917066622	0.00385654387727533	10.2238354506957
32243	chr1	35842401	35842600	*	1.69798410241527e-09	7.633794823491e-08	15.7004830917874
32259	chr1	35878201	35878400	*	1.3565096226584e-06	3.83985565812811e-05	14.9600892627242
32319	chr1	35964601	35964800	*	2.09856982539104e-10	1.05991673392551e-08	19.8677828195901
32388	chr1	36120001	36120200	*	0.000473912174351566	0.00710093497962213	11.707155199048
32396	chr1	36143001	36143200	*	0.00366174791655091	0.0384793454355473	11.4927796291549
32609	chr1	36424401	36424600	*	4.52183483674875e-10	2.18876635342255e-08	22.789046653144
32639	chr1	36472601	36472800	*	8.33003329100217e-05	0.00156991985961799	10.0596077425971
32659	chr1	36501401	36501600	*	3.72850158370809e-08	1.38376540950957e-06	17.7211629479378
32932	chr1	36911401	36911600	*	3.99562988060332e-07	1.2447087367807e-05	12.78927458834
32969	chr1	36957401	36957600	*	0.00106251452589339	0.0140320012484674	12.71353238265
33012	chr1	37001601	37001800	*	1.15016137128193e-05	0.000268883500188113	14.1541920058215
33015	chr1	37011801	37012000	*	3.10393777303317e-28	5.69835894136988e-26	29.9966739654647
33030	chr1	37043801	37044000	*	0.00220457812692319	0.025584192384028	10.9512912716574
33204	chr1	37174801	37175000	*	0.000317420271469292	0.00503927109385202	10.8915337974399
33323	chr1	37361801	37362000	*	7.8759440593632e-05	0.00149430458223381	13.0276422764228
33348	chr1	37408601	37408800	*	0.00191737148265558	0.0228372901190324	11.6363636363636
33645	chr1	37811001	37811200	*	6.2407668502143e-05	0.00121468726302697	12.1436534480013
33647	chr1	37813601	37813800	*	5.74460561929161e-16	4.94986712736708e-14	22.3345794392523
33777	chr1	38094601	38094800	*	1.11220445709768e-17	1.09026013332386e-15	33.3424408014572
33778	chr1	38094801	38095000	*	7.55629625731468e-10	3.55020614202523e-08	12.0089280269304
33804	chr1	38131401	38131600	*	0.00188165319545323	0.0224814330701461	10.1375793156615
33836	chr1	38206801	38207000	*	0.000264409186985693	0.0043011779163413	15.6589147286822
33924	chr1	38384601	38384800	*	0.00270010456378673	0.0301655435948403	11.1758868767055
34083	chr1	38623601	38623800	*	5.55516083943001e-06	0.000139198883585626	14.7631289019464
34104	chr1	38667201	38667400	*	0.000329136954223596	0.00519796965321851	14.499815430048
34122	chr1	38689401	38689600	*	0.00286246095324517	0.0315943460589236	12.0013904579821
34293	chr1	38935801	38936000	*	0.000702115476208038	0.00989489715069286	11.1486529399063
34311	chr1	38981801	38982000	*	3.94265343584392e-13	2.67162401836446e-11	24.9917026219715
34372	chr1	39006201	39006400	*	0.000109354343206574	0.00199466720423157	13.8607662386103
34487	chr1	39167001	39167200	*	4.54595029687692e-05	0.000917570958495749	14.5287958115183
34488	chr1	39167201	39167400	*	4.97234440377718e-14	3.64848748717118e-12	22.4924328625719
34490	chr1	39168201	39168400	*	0.000294154802526667	0.00471900132157946	12.8817100610736
34505	chr1	39214801	39215000	*	0.00147385082335547	0.018387430938477	11.9406130268199
34666	chr1	39489001	39489200	*	0.00172731770694731	0.0209494872264378	13.0324850217116
34713	chr1	39566401	39566600	*	7.71802734178495e-06	0.000187283896708631	14.4790029193802
34809	chr1	39726401	39726600	*	4.6316329928386e-05	0.00093224630215906	13.6140536524412
34835	chr1	39803201	39803400	*	1.62299223048112e-08	6.33927566553658e-07	18.9520741039066
34903	chr1	39895401	39895600	*	3.6673381572276e-09	1.57411623391206e-07	21.5761341536505
35010	chr1	39984401	39984600	*	0.000900615343778816	0.0122116569336037	10.4792551593942
35071	chr1	40120801	40121000	*	9.47911703929112e-06	0.000225665031792954	17.9389312977099
35088	chr1	40176801	40177000	*	0.000283449772081155	0.00457203490849741	12.0348837209302
35094	chr1	40195801	40196000	*	1.42120176203152e-06	4.00649130921824e-05	11.6444088754215
35102	chr1	40200801	40201000	*	4.14525675782125e-09	1.76705173051453e-07	17.4816795405031
35126	chr1	40260801	40261000	*	8.17395666544621e-05	0.00154320372811533	10.7740813220265
35361	chr1	40636601	40636800	*	0.00122772594649077	0.0158083108174624	11.9699581383896
35466	chr1	40803201	40803400	*	4.41953261748408e-10	2.14245534179802e-08	24.4489480795213
35526	chr1	40873001	40873200	*	1.65842641957495e-05	0.000373212771957428	13.8724523339908
35532	chr1	40902801	40903000	*	0.00189699818028577	0.0226346566496236	11.2659754039064
35634	chr1	41078801	41079000	*	5.30659679890879e-17	4.94404901812032e-15	26.044123240776
35670	chr1	41143401	41143600	*	0.000431776091781453	0.00656258960573627	13.3067879146601
35726	chr1	41242801	41243000	*	2.9097359756933e-11	1.62273063564916e-09	23.0353903910237
35757	chr1	41322601	41322800	*	0.000113669064959832	0.00206474886999454	13.8678349762687
35769	chr1	41349401	41349600	*	4.92812597210927e-06	0.00012474382104068	20.6175493453195
35818	chr1	41402601	41402800	*	0.000384962704060707	0.00594599898286103	11.0951544670433
35989	chr1	41618001	41618200	*	2.11292336905496e-06	5.74897407829172e-05	14.3873346345695
36095	chr1	41839201	41839400	*	9.02199373693625e-05	0.00168422821269868	12.1577899452464
36206	chr1	41937001	41937200	*	7.07254561088324e-12	4.21009703984694e-10	23.3505121842591
36303	chr1	42138001	42138200	*	6.78935529747287e-06	0.000166814887354696	13.5693215339233
36354	chr1	42253601	42253800	*	8.20577644372858e-05	0.00154857811690468	11.3877033013225
36371	chr1	42286601	42286800	*	1.45502413554314e-06	4.09327320033763e-05	11.0865182516193
36385	chr1	42316801	42317000	*	0.000178327923722147	0.00305879401685539	12.2385221407226
36429	chr1	42372601	42372800	*	1.46553939885653e-05	0.000333990177665877	16.6175288126508
36518	chr1	42553601	42553800	*	6.26603533296586e-05	0.00121909169204693	11.2409159467983
36526	chr1	42579201	42579400	*	0.000235044842219547	0.00388488374537783	11.5134605233391
36631	chr1	42763601	42763800	*	0.00108734165512759	0.0142994368533849	11.2965390155595
36736	chr1	42973601	42973800	*	0.00158296835925297	0.0195187617331934	13.0416402451913
36832	chr1	43112601	43112800	*	0.00140263215851268	0.0176409648929788	15.3055396916048
36869	chr1	43171801	43172000	*	2.24219325901993e-11	1.26507004564703e-09	22.1549636803874
36945	chr1	43326601	43326800	*	0.000101578956928492	0.00186886833802254	17.6192133658197
36988	chr1	43384001	43384200	*	1.90256213845399e-05	0.000422187391057323	15.3392330383481
36989	chr1	43384201	43384400	*	3.1594178580838e-05	0.000663602732943773	15.7488324779211
36993	chr1	43392601	43392800	*	2.25720894831728e-07	7.35668353999697e-06	12.8620593830829
37113	chr2	65801	66000	*	5.89730341372641e-13	3.92295526188872e-11	24.4247959580257
37198	chr2	220401	220600	*	7.90744010796585e-05	0.00149971791400924	17.8662873399715
37248	chr2	281801	282000	*	0.000104113292745051	0.00190951876004324	12.0379377431907
37360	chr2	477801	478000	*	2.11137242917445e-07	6.9137211804736e-06	13.1107675896546
37431	chr2	611801	612000	*	2.87143562440929e-05	0.00060901050860969	10.3881983740641
37532	chr2	725601	725800	*	0.00293918715873741	0.032284113326312	11.128922568736
37597	chr2	812201	812400	*	0.00253396234937076	0.0286524718270998	10.7170542635659
37603	chr2	813601	813800	*	0.00167802058266007	0.0204642061952527	14.3572825024438
37604	chr2	813801	814000	*	0.000328574078352189	0.00519060166159214	13.125
37730	chr2	1101401	1101600	*	0.000202074396783772	0.00340966678009944	18.9230938982677
37800	chr2	1257201	1257400	*	1.70429985290225e-05	0.000382205898291952	16.1147540983607
37826	chr2	1327401	1327600	*	0.00117369851618975	0.0152321618555492	12.4297965360686
37861	chr2	1419001	1419200	*	0.000102203789622893	0.00187833314777882	10.9162281800718
37874	chr2	1441601	1441800	*	7.47252313297866e-07	2.21309416539916e-05	12.8000110475875
37898	chr2	1494601	1494800	*	1.73584260866414e-11	9.90793735189717e-10	15.3383067314365
37925	chr2	1526601	1526800	*	1.90776745040303e-07	6.290979705926e-06	19.0743849916052
37949	chr2	1585401	1585600	*	2.76056213334545e-10	1.37239751967788e-08	19.3355835850062
37959	chr2	1645201	1645400	*	0.00219128304020882	0.0254591470007309	11.5213675213675
38088	chr2	1914001	1914200	*	3.29985008394897e-06	8.64240170560681e-05	16.5749158513951
38341	chr2	2255801	2256000	*	8.27627427210123e-10	3.86991700703557e-08	11.7215013901761
38372	chr2	2276601	2276800	*	2.70979005409882e-11	1.51566756898267e-09	17.2388746307685
38475	chr2	2366401	2366600	*	3.50708938234875e-07	1.10347158930518e-05	20.6990196944273
38481	chr2	2383801	2384000	*	4.52661694808887e-06	0.000115393713139967	14.9209373213945
38643	chr2	2510401	2510600	*	7.57380220262301e-08	2.6759718524451e-06	14.040194040194
38738	chr2	2605201	2605400	*	9.37565181620677e-05	0.00174170060384867	10.0025509202936
38772	chr2	2686801	2687000	*	3.4263291037413e-05	0.000713223768097741	11.2352309344791
38987	chr2	3074001	3074200	*	0.000955325168002199	0.0128291863999208	11.0079840319361
39030	chr2	3173401	3173600	*	0.000853824123103098	0.011661326828652	15.5775075987842
39034	chr2	3174601	3174800	*	6.55226895557745e-05	0.00126935639946405	18.115603073839
39035	chr2	3177001	3177200	*	1.40182611806116e-05	0.000321122663804923	12.1429295428663
39171	chr2	3419601	3419800	*	0.000549056849220405	0.00803740887247886	12.9871957225271
39225	chr2	3534401	3534600	*	1.07711786459237e-09	4.9675398875592e-08	20.047400791319
39288	chr2	3636401	3636600	*	1.50514394070542e-05	0.000342075453626898	13.3103664265581
39317	chr2	3681401	3681600	*	0.00125007684858144	0.0160437060623665	14.9181948939231
39360	chr2	3760001	3760200	*	0.00110168778532158	0.0144566232402571	12.9732516783467
39410	chr2	3835201	3835400	*	0.00485108234785509	0.0479544368794062	10.3877614412922
39416	chr2	3844001	3844200	*	0.00329860021145671	0.0353843649761543	10.1999344477221
39558	chr2	3963601	3963800	*	9.35544061990624e-11	4.90838595397264e-09	31.9403377357251
39571	chr2	3976001	3976200	*	4.08616715479221e-05	0.000835142738624139	11.4590446460508
39581	chr2	3985201	3985400	*	1.37365383360402e-06	3.88362497769254e-05	10.9981570155433
39621	chr2	4061801	4062000	*	0.000350000115354896	0.0054811348771812	10.7111111111111
39681	chr2	4213601	4213800	*	6.01763147414452e-07	1.81225660320902e-05	20.1341807909605
39687	chr2	4217401	4217600	*	4.35338629003228e-06	0.000111399305853555	14.7865978536905
39713	chr2	4247601	4247800	*	0.000947720889699371	0.0127429472754641	12.6254013751066
39807	chr2	4395601	4395800	*	7.28662551350645e-17	6.7171776803906e-15	13.8698913007566
39859	chr2	4453601	4453800	*	0.000240156234461924	0.00395642085323444	11.1319281811085
39910	chr2	4555401	4555600	*	3.13960366289515e-05	0.00065982678160535	11.8233618233618
39914	chr2	4561201	4561400	*	4.37553595190485e-19	4.73737326968691e-17	34.7070088088855
39942	chr2	4609601	4609800	*	0.000363229866038571	0.00565898668605531	11.3106596667428
40095	chr2	4878201	4878400	*	5.21042238290175e-06	0.000131221664290694	17.8948392431538
40205	chr2	5039201	5039400	*	0.000186658949592477	0.00318378764644494	13.5004321521175
40280	chr2	5161601	5161800	*	0.000168092247231274	0.00290793168789784	14.3094486116594
40339	chr2	5292401	5292600	*	0.000131600267032711	0.00234720459602528	18.2226438962682
40359	chr2	5323601	5323800	*	8.90423961556363e-11	4.6861099604012e-09	10.6139425196811
40559	chr2	5603401	5603600	*	5.78703914794178e-18	5.78512246212489e-16	33.2650199546975
40653	chr2	5752201	5752400	*	0.000107470016101705	0.00196406398951134	17.3694365555965
40660	chr2	5756201	5756400	*	1.03360168435008e-05	0.000244262607945382	12.9672006102212
40723	chr2	5824001	5824200	*	1.618545886628e-11	9.27716141560486e-10	20.3783267693042
40739	chr2	5847001	5847200	*	0.000526885056356943	0.00776842212715014	12.1266289931957
40749	chr2	5884401	5884600	*	0.00371189989386391	0.0388707688317433	11.0403885774795
40775	chr2	5934401	5934600	*	2.42572859390248e-05	0.000523791614201919	10.0498960187914
40778	chr2	5937401	5937600	*	3.56613197519958e-05	0.000739515784747474	17.516218721038
40915	chr2	6029201	6029400	*	1.68930327712847e-07	5.61872157070297e-06	26.7814388325162
40969	chr2	6084001	6084200	*	4.16695410843061e-06	0.000107083065084336	16.3297485242985
41050	chr2	6181001	6181200	*	1.51960953983732e-05	0.000345120448273355	11.0469954053761
41085	chr2	6242401	6242600	*	0.000447562894214076	0.00676360964006641	16.2166133950549
41199	chr2	6331201	6331400	*	1.85872158024086e-08	7.2043096669007e-07	22.6194690265487
41205	chr2	6338801	6339000	*	0.000519976429601922	0.00768284746581357	10.0462352527969
41299	chr2	6402201	6402400	*	0.00018027864188178	0.00308783061928085	12.1433981317849
41327	chr2	6424401	6424600	*	5.59498687529579e-06	0.000140124027690134	10.3388278388278
41349	chr2	6462601	6462800	*	2.19506513561677e-07	7.16455274096746e-06	11.8402903811252
41400	chr2	6524801	6525000	*	0.00411338951809465	0.0421539157583952	10.5527638190955
41452	chr2	6575801	6576000	*	3.32508564877203e-06	8.70355878224027e-05	14.3614457831325
41630	chr2	6858801	6859000	*	1.92670753887254e-05	0.000426914805354618	14.3158673740606
41644	chr2	6877001	6877200	*	1.86726896814785e-10	9.48428560950654e-09	25.8125472411187
