JAPONICA NIPPONBARE POSITIONS,ASSAY ID,ACCESSION,SUBPOPULATION,MISMATCH,25462764,25463321
"LALSAITA::IRGC 43915-1::[IRIS 313-8789]",IRIS 313-8789,IRGC 121036,aus,0.0,A,A
"MUTTU SAMBA::IRGC 36333-1::[IRIS 313-9039]",IRIS 313-9039,IRGC 121441,ind2,0.0,A,A
"RAYADA::IRGC 27594-1::[IRIS 313-9108]",IRIS 313-9108,IRGC 124467,indx,0.0,A,A
"GENE::IRGC 67434-1::[IRIS 313-8383]",IRIS 313-8383,IRGC 125964,indx,0.0,A,A
"NALUMOOLAI KARUPAN::IRGC 8993-1::[IRIS 313-9809]",IRIS 313-9809,,ind3,0.0,A,A
"BOTOHAVANA MENA::IRGC 69349-1::[IRIS 313-10041]",IRIS 313-10041,IRGC 126049,trop,0.0,A,A
"SICAN::IRGC 117029-1::[IRIS 313-10285]",IRIS 313-10285,IRGC 121119,indx,0.0,A,A
"WAR 72-2-1-1::IRGC 117361-1::[IRIS 313-10421]",IRIS 313-10421,IRGC 121154,indx,0.0,A,A
"YN 1353-3::IRGC 117363-1::[IRIS 313-10423]",IRIS 313-10423,IRGC 121160,indx,0.0,A,A
"IR 62266-42-6-2::[IRIS 313-8232]",IRIS 313-8232,IRGC 117597,trop,0.0,A,A
"POKKALI::IRGC 8948-1::[IRIS 313-8244]",IRIS 313-8244,IRGC 126002,ind2,0.0,A,A
"ARC 13530::IRGC 41146-1::[IRIS 313-8401]",IRIS 313-8401,,indx,0.0,A,A
"JIN JUN DAO::IRGC 59710-1::[IRIS 313-8405]",IRIS 313-8405,IRGC 125613,indx,0.0,A,A
"KOTTEYARAN::IRGC 47383-1::[IRIS 313-8660]",IRIS 313-8660,IRGC 125616,ind2,0.0,A,A
"NIAO YAO::IRGC 5496-1::[IRIS 313-8743]",IRIS 313-8743,IRGC 126075,indx,0.0,A,A
"XIA ZHI BAI::IRGC 53437-1::[IRIS 313-9111]",IRIS 313-9111,IRGC 125940,ind1A,0.0,A,A
"PARA NELLU::IRGC 50009-1::[IRIS 313-9351]",IRIS 313-9351,IRGC 125868,ind2,0.0,A,A
"VARY MALADY MENA::IRGC 51555-1::[IRIS 313-9388]",IRIS 313-9388,IRGC 125931,ind2,0.0,A,A
"MILYANG 77::IRGC 69340-1::[IRIS 313-10040]",IRIS 313-10040,IRGC 125840,ind1B,0.0,A,A
"PICO NEGRO::IRGC 55849-1::[IRIS 313-10158]",IRIS 313-10158,IRGC 126080,indx,0.0,A,A
"IR 53650-2B-10-1-2-1::IRGC 117379-1::[IRIS 313-10359]",IRIS 313-10359,IRGC 125973,indx,0.0,A,A
"7507-137::IRGC 40081-1::[IRIS 313-9438]",IRIS 313-9438,IRGC 121242,temp,0.0,A,A
"AI DA ZHONG::IRGC 59348-1::[IRIS 313-9724]",IRIS 313-9724,IRGC 121246,temp,0.0,A,A
"OEIRAS::IRGC 286-1::[IRIS 313-9759]",IRIS 313-9759,IRGC 125860,temp,0.0,A,A
"PI 282203::IRGC 16292-1::[IRIS 313-9880]",IRIS 313-9880,IRGC 121471,temp,0.0,A,A
"KHAU TRA BONG::IRGC 78342-1::[IRIS 313-8578]",IRIS 313-8578,IRGC 125992,subtrop,0.0,A,A
"MINATANDA::IRGC 74613-1::[IRIS 313-8594]",IRIS 313-8594,,trop,0.0,A,A
"LOMPUG::IRGC 71559-1::[IRIS 313-8883]",IRIS 313-8883,,japx,0.0,A,A
"WANGKOD::IRGC 71646-1::[IRIS 313-9187]",IRIS 313-9187,IRGC 126991,ind2,0.0,A,A
"CHIRGUA 1 I 22::IRGC 3408-1::[IRIS 313-9267]",IRIS 313-9267,IRGC 125703,trop,0.0,A,A
"MAYBELLE::IRGC 78629-1::[IRIS 313-9363]",IRIS 313-9363,IRGC 125835,trop,0.0,A,A
"ARC 11626::IRGC 21528-1::[IRIS 313-9392]",IRIS 313-9392,IRGC 125642,admix,0.0,A,A
"C 1 6-5-2::IRGC 10669-1::[IRIS 313-9818]",IRIS 313-9818,IRGC 126147,admix,0.0,A,A
"DEO KITAN::IRGC 47197-1::[IRIS 313-9928]",IRIS 313-9928,IRGC 126057,trop,0.0,A,A
"LIMBAYAN::IRGC 71556-1::[IRIS 313-9558]",IRIS 313-9558,IRGC 126302,trop,0.0,A,A
"CHHOTE DHAN::[IRIS 313-8268]",IRIS 313-8268,IRGC 117446,aro,0.0,A,A
"ARC 7091::IRGC 20491-1::[IRIS 313-8498]",IRIS 313-8498,IRGC 126176,aro,0.0,A,A
"JAMBALI::IRGC 73101-1::[IRIS 313-9449]",IRIS 313-9449,IRGC 120996,aus,0.0,A,A
"SOLAY GHAT::IRGC 73121-1::[IRIS 313-9695]",IRIS 313-9695,IRGC 131919,aus,0.0,A,A
"AVO::[IRIS 313-8288]",IRIS 313-8288,IRGC 117430,indx,0.0,A,A
"CARREON::[IRIS 313-8292]",IRIS 313-8292,IRGC 117442,ind3,0.0,A,A
"SD 120 SELN (CI 12320)::IRGC 1667-1::[IRIS 313-8745]",IRIS 313-8745,IRGC 126087,trop,0.0,A,A
"ARANG::[IRIS 313-8791]",IRIS 313-8791,IRGC 117423,ind3,0.0,A,A
"BPI 76 NON SENSITIVE (GREEN)::IRGC 9790-1::[IRIS 313-8903]",IRIS 313-8903,IRGC 120902,ind3,0.0,A,A
"DA 11::IRGC 6046-1::[IRIS 313-9606]",IRIS 313-9606,IRGC 124431,ind2,0.0,A,A
"NS 252::IRGC 68878-1::[IRIS 313-10030]",IRIS 313-10030,IRGC 121075,ind2,0.0,A,A
"KELIRENY::IRGC 78426-1::[IRIS 313-10102]",IRIS 313-10102,IRGC 127056,ind2,0.0,A,A
"CO 39::[IRIS 313-8265]",IRIS 313-8265,IRGC 117454,indx,0.0,A,A
"LARHA MUGAD::IRGC 52339-1::[IRIS 313-8568]",IRIS 313-8568,IRGC 125619,ind2,0.0,A,A
"IR 2071-586-5-6-3::IRGC 39291-1::[IRIS 313-9044]",IRIS 313-9044,IRGC 125971,ind1B,0.0,A,A
"KAAKARAN::IRGC 27138-1::[IRIS 313-9314]",IRIS 313-9314,,indx,0.0,A,A
"ARC 5840::IRGC 12144-1::[IRIS 313-9424]",IRIS 313-9424,IRGC 125656,indx,0.0,A,A
"NCS 237::IRGC 62202-1::[IRIS 313-9492]",IRIS 313-9492,IRGC 125853,ind2,0.0,A,A
"NAZIRA SAIL::IRGC 77284-1::[IRIS 313-9696]",IRIS 313-9696,IRGC 125850,indx,0.0,A,A
"BW 295-5::IRGC 63098-1::[IRIS 313-10002]",IRIS 313-10002,IRGC 125955,ind1B,0.0,A,A
"HUA LI ZAO::IRGC 80950-1::[IRIS 313-10224]",IRIS 313-10224,IRGC 125766,ind1A,0.0,A,A
"ICTA CRISPO 38::IRGC 116994-1::[IRIS 313-10274]",IRIS 313-10274,IRGC 125967,ind1B,0.0,A,A
"IRGA 370-38-1-1F-C4-2::IRGC 117342-1::[IRIS 313-10400]",IRIS 313-10400,IRGC 125988,ind1B,0.0,A,A
"XITTO::IRGC 6671-1::[IRIS 313-8622]",IRIS 313-8622,IRGC 126294,ind2,0.0,A,A
"MAE YEU::IRGC 64509-1::[IRIS 313-9575]",IRIS 313-9575,IRGC 131916,ind3,0.0,A,A
"CHIANAN 8::IRGC 90-1::[IRIS 313-9703]",IRIS 313-9703,IRGC 125701,temp,0.0,A,A
"RAZZA 77::IRGC 3130-1::[IRIS 313-9770]",IRIS 313-9770,,temp,0.0,A,A
"KOPANCSI KEREK::IRGC 9305-1::[IRIS 313-9811]",IRIS 313-9811,IRGC 125808,temp,0.0,A,A
"OS 4::[IRIS 313-8523]",IRIS 313-8523,IRGC 117543,trop,0.0,A,A
"KETAN DONGGO::IRGC 54201-1::[IRIS 313-9301]",IRIS 313-9301,IRGC 126068,trop,0.0,A,A
"INITLOG DALAG::IRGC 67436-1::[IRIS 313-9616]",IRIS 313-9616,IRGC 127051,trop,0.0,A,A
"GERDEH::[IRIS 313-8256]",IRIS 313-8256,IRGC 117474,japx,0.0,A,A
"BLICCA::IRGC 47151-1::[IRIS 313-8356]",IRIS 313-8356,IRGC 126188,trop,0.0,A,A
"NEP NGAU::IRGC 78369-1::[IRIS 313-8735]",IRIS 313-8735,IRGC 126074,japx,0.0,A,A
"571::IRGC 48493-1::[IRIS 313-8872]",IRIS 313-8872,IRGC 125630,japx,0.0,A,A
"TSCHINANANGKA::IRGC 64935-1::[IRIS 313-9048]",IRIS 313-9048,IRGC 125930,subtrop,0.0,A,A
"TAKAO MOCHI::IRGC 2564-1::[IRIS 313-9081]",IRIS 313-9081,IRGC 125915,temp,0.0,A,A
"RIMBUN::IRGC 43741-1::[IRIS 313-9239]",IRIS 313-9239,IRGC 126268,trop,0.0,A,A
"BULI INIA::IRGC 116961-1::[IRIS 313-10258]",IRIS 313-10258,IRGC 126050,temp,0.0,A,A
"JC 149::[IRIS 313-8385]",IRIS 313-8385,IRGC 117497,aro,0.0,A,A
"ARC 12536::IRGC 41068-1::[IRIS 313-9053]",IRIS 313-9053,IRGC 125644,admix,0.0,A,A
"SML ACORNI::IRGC 13389-1::[IRIS 313-9464]",IRIS 313-9464,IRGC 125903,admix,0.0,A,A
"TSIVIMBININA::IRGC 69890-1::[IRIS 313-10051]",IRIS 313-10051,IRGC 127067,trop,0.0,A,A
"TIMMURAY::IRGC 67857-1::[IRIS 313-8765]",IRIS 313-8765,IRGC 126284,aro,0.0,A,A
"TK DEEP STRAW 34-786::IRGC 38522-1::[IRIS 313-9170]",IRIS 313-9170,,aro,0.0,A,A
"TK RED 35-799::IRGC 38535-1::[IRIS 313-9682]",IRIS 313-9682,IRGC 135548,aro,0.0,A,A
"BASMATI 1::IRGC 27798-1::[IRIS 313-8656]",IRIS 313-8656,IRGC 126046,aro,0.0,A,A
"ARC 7229::IRGC 12331-1::[IRIS 313-9172]",IRIS 313-9172,IRGC 126177,aro,0.0,A,A
"RADIN PAHANG::IRGC 14487-1::[IRIS 313-8316]",IRIS 313-8316,IRGC 131948,ind3,0.0,A,A
"NCS 840::IRGC 62530-1::[IRIS 313-9516]",IRIS 313-9516,IRGC 126251,ind2,0.0,A,A
"KURKARUPPAN::IRGC 15449-1::[IRIS 313-9861]",IRIS 313-9861,,aus,0.0,A,A
"ARAURE 1::IRGC 116956-1::[IRIS 313-10289]",IRIS 313-10289,IRGC 125950,ind1B,0.0,A,A
"ELONI::IRGC 116980-1::[IRIS 313-10290]",IRIS 313-10290,IRGC 125963,ind1B,0.0,A,A
"CT 9506-18-7-1T-2::IRGC 116973-1::[IRIS 313-10300]",IRIS 313-10300,IRGC 125960,indx,0.0,A,A
"B 6136-3-TB-0-1-5::IRGC 117312-1::[IRIS 313-10333]",IRIS 313-10333,IRGC 125951,ind1B,0.0,A,A
"B 6136 E-3-TB-0-1-5::IRGC 117311-1::[IRIS 313-10334]",IRIS 313-10334,IRGC 125952,ind1B,0.0,A,A
"B 6149 F-MR-7::IRGC 117314-1::[IRIS 313-10337]",IRIS 313-10337,IRGC 125953,indx,0.0,A,A
"BR 5230-46-4::IRGC 117318-1::[IRIS 313-10341]",IRIS 313-10341,IRGC 121167,indx,0.0,A,A
"CSR-89 IR-15::IRGC 117326-1::[IRIS 313-10348]",IRIS 313-10348,IRGC 125959,indx,0.0,A,A
"CSR-90 IR-2::IRGC 117327-1::[IRIS 313-10349]",IRIS 313-10349,IRGC 120921,indx,0.0,A,A
"CT 9737-6-1-1-2-2P-M::IRGC 117330-1::[IRIS 313-10352]",IRIS 313-10352,IRGC 120922,indx,0.0,A,A
"IRGA 318-11-6-9-2B::IRGC 117339-1::[IRIS 313-10397]",IRIS 313-10397,IRGC 120991,ind1B,0.0,A,A
"IRGA 346-111-2-1F::IRGC 117341-1::[IRIS 313-10399]",IRIS 313-10399,IRGC 120992,indx,0.0,A,A
"IRGA 659-1-2-2-2::IRGC 117345-1::[IRIS 313-10403]",IRIS 313-10403,IRGC 120993,indx,0.0,A,A
"K 479-2-3::IRGC 117346-1::[IRIS 313-10404]",IRIS 313-10404,IRGC 121003,indx,0.0,A,A
"RR 272-17-829::IRGC 117354-1::[IRIS 313-10412]",IRIS 313-10412,IRGC 121103,indx,0.0,A,A
"UPR 1201-1-20-1::IRGC 117357-1::[IRIS 313-10417]",IRIS 313-10417,IRGC 126012,ind1B,0.0,A,A
"BAT DO::IRGC 7014-1::[IRIS 313-8341]",IRIS 313-8341,IRGC 121599,indx,0.0,A,A
"SURMATIYA::IRGC 74779-1::[IRIS 313-8303]",IRIS 313-8303,IRGC 126008,ind2,0.0,A,A
"BEUREUM MEULIT::IRGC 35563-1::[IRIS 313-8314]",IRIS 313-8314,IRGC 126047,trop,0.0,A,A
"LATA MONA::IRGC 49333-1::[IRIS 313-8349]",IRIS 313-8349,IRGC 128535,ind2,0.0,A,A
"MENTIK TJERE BELUT::IRGC 18254-1::[IRIS 313-8368]",IRIS 313-8368,IRGC 126071,indx,0.0,A,A
"SAN CHIAO TSWEN::IRGC 1565-1::[IRIS 313-8380]",IRIS 313-8380,IRGC 126123,ind1A,0.0,A,A
"ARC 13252::IRGC 22604-1::[IRIS 313-8382]",IRIS 313-8382,,admix,0.0,,A
"IR 2003-P7-7-4-2::IRGC 32671-1::[IRIS 313-8392]",IRIS 313-8392,IRGC 125970,ind1B,0.0,A,A
"FEI GAI 122::IRGC 63599-1::[IRIS 313-8412]",IRIS 313-8412,IRGC 125609,indx,0.0,A,A
"CHANG LE SAN SHU ZAO::IRGC 63561-1::[IRIS 313-8433]",IRIS 313-8433,IRGC 126115,ind1A,0.0,A,A
"UPRH 233::IRGC 61667-1::[IRIS 313-8435]",IRIS 313-8435,IRGC 125627,ind1A,0.0,A,A
"IRRIBINI::IRGC 49094-1::[IRIS 313-8437]",IRIS 313-8437,IRGC 126215,indx,0.0,A,A
"498-2A BR 8::IRGC 5891-1::[IRIS 313-8450]",IRIS 313-8450,IRGC 126041,ind2,0.0,A,A
"ARC 18597::IRGC 43299-1::[IRIS 313-8453]",IRIS 313-8453,IRGC 126043,indx,0.0,A,A
"LAI YIP ZIM::IRGC 4955-1::[IRIS 313-8454]",IRIS 313-8454,IRGC 125618,ind1A,0.0,A,A
"ARC 18175::IRGC 42316-1::[IRIS 313-8458]",IRIS 313-8458,IRGC 131928,indx,0.0,A,A
"PAH WEAN::IRGC 78276-1::[IRIS 313-8474]",IRIS 313-8474,IRGC 126258,ind3,0.0,A,A
"NAM SA GUI 19::[IRIS 313-8485]",IRIS 313-8485,IRGC 117536,ind3,0.0,A,A
"PUILLIPINA KATARI::IRGC 77293-1::[IRIS 313-8509]",IRIS 313-8509,IRGC 126261,ind2,0.0,A,A
"DAA MANSA::IRGC 67559-1::[IRIS 313-8514]",IRIS 313-8514,IRGC 126196,ind1B,0.0,A,A
"NG KARAN DE::IRGC 43489-1::[IRIS 313-8536]",IRIS 313-8536,IRGC 135539,ind3,0.0,A,A
"KEERIPALA CHILL PADDY::IRGC 49790-1::[IRIS 313-8559]",IRIS 313-8559,IRGC 125615,ind2,0.0,A,A
"ARC 11901::IRGC 21727-1::[IRIS 313-8585]",IRIS 313-8585,IRGC 127033,indx,0.0,A,A
"PLI KHAO::IRGC 64596-1::[IRIS 313-8586]",IRIS 313-8586,IRGC 126081,ind3,0.0,A,A
"ARC 12884::IRGC 22417-1::[IRIS 313-8603]",IRIS 313-8603,IRGC 126042,indx,0.0,A,A
"RAJHUSAI (ACR 12)::IRGC 53630-1::[IRIS 313-8614]",IRIS 313-8614,IRGC 126264,ind2,0.0,A,A
"IR 5494 (BPH 1)::IRGC 24484-1::[IRIS 313-8616]",IRIS 313-8616,IRGC 131939,ind1B,0.0,A,A
"ARC 11663::IRGC 42695-1::[IRIS 313-8621]",IRIS 313-8621,IRGC 126174,ind1B,0.0,A,A
"DUDRE::IRGC 52523-1::[IRIS 313-8631]",IRIS 313-8631,IRGC 125608,ind2,0.0,A,A
"PATMADHAI 1::IRGC 77292-1::[IRIS 313-8632]",IRIS 313-8632,,ind2,0.0,A,A
"PAI YI PING::IRGC 1368-1::[IRIS 313-8645]",IRIS 313-8645,IRGC 126122,ind1A,0.0,A,A
"PERUNEL::IRGC 63113-1::[IRIS 313-8647]",IRIS 313-8647,IRGC 125621,ind2,0.0,A,A
"YA THAY SAN::IRGC 58245-1::[IRIS 313-8659]",IRIS 313-8659,,indx,0.0,A,A
"HAWM KRUA::IRGC 64333-1::[IRIS 313-8674]",IRIS 313-8674,IRGC 125965,ind3,0.0,A,A
"JAO LEUANG::IRGC 65866-1::[IRIS 313-8679]",IRIS 313-8679,IRGC 126216,ind3,0.0,A,A
"YEBAWYIN::IRGC 33885-1::[IRIS 313-8697]",IRIS 313-8697,IRGC 125628,ind3,0.0,A,A
"BAZAIL::IRGC 27526-1::[IRIS 313-8717]",IRIS 313-8717,IRGC 126184,indx,0.0,A,A
"NIBARI::IRGC 67742-1::[IRIS 313-8731]",IRIS 313-8731,IRGC 126119,ind2,0.0,A,A
"WP 36::IRGC 55278-1::[IRIS 313-8732]",IRIS 313-8732,IRGC 126092,ind1B,0.0,A,A
"SADAJIRA 19-287::IRGC 38320-1::[IRIS 313-8737]",IRIS 313-8737,IRGC 126270,ind2,0.0,A,A
"REMOL::IRGC 18624-1::[IRIS 313-8744]",IRIS 313-8744,IRGC 126266,ind3,0.0,A,A
"TYPE 50::IRGC 74782-1::[IRIS 313-8754]",IRIS 313-8754,IRGC 126011,ind2,0.0,A,A
"NIRGUNI::IRGC 61127-1::[IRIS 313-8757]",IRIS 313-8757,IRGC 126000,ind2,0.0,A,A
"105::IRGC 40896-1::[IRIS 313-8783]",IRIS 313-8783,IRGC 126170,admix,0.0,A,A
"DUDH KADAR::IRGC 67707-1::[IRIS 313-8796]",IRIS 313-8796,IRGC 125607,ind2,0.0,A,A
"RELLY::IRGC 14623-1::[IRIS 313-8812]",IRIS 313-8812,IRGC 126160,ind3,0.0,A,A
"STRAW 23-400::IRGC 38390-1::[IRIS 313-8822]",IRIS 313-8822,,aus,0.0,A,A
"ARC 14060::IRGC 41374-1::[IRIS 313-8844]",IRIS 313-8844,IRGC 125648,ind2,0.0,A,A
"BAIANG 6::IRGC 6129-1::[IRIS 313-8846]",IRIS 313-8846,IRGC 125668,indx,0.0,A,A
"ASHMBER::IRGC 27522-1::[IRIS 313-8850]",IRIS 313-8850,IRGC 125657,ind2,0.0,A,A
"CHAKOL::IRGC 77226-1::[IRIS 313-8854]",IRIS 313-8854,IRGC 125696,ind2,0.0,A,A
"E ZI 96::IRGC 70188-1::[IRIS 313-8859]",IRIS 313-8859,IRGC 125738,ind1A,0.0,A,A
"PAGAIYAHAN::[IRIS 313-8880]",IRIS 313-8880,IRGC 117550,indx,0.0,A,A
"LU MAO ZHAN::IRGC 68159-1::[IRIS 313-8889]",IRIS 313-8889,IRGC 125829,indx,0.0,A,A
"LEUANG DAM::IRGC 78267-1::[IRIS 313-8895]",IRIS 313-8895,IRGC 126156,ind3,0.0,A,A
"ARC 14654::IRGC 41663-1::[IRIS 313-8900]",IRIS 313-8900,IRGC 125650,ind2,0.0,A,A
"FAYA MOSHI::IRGC 69653-1::[IRIS 313-8909]",IRIS 313-8909,IRGC 125740,ind3,0.0,A,A
"E 2040::IRGC 67968-1::[IRIS 313-8914]",IRIS 313-8914,IRGC 125731,indx,0.0,A,A
"PATALASAFED SUNGHAWADO::IRGC 61133-1::[IRIS 313-8920]",IRIS 313-8920,IRGC 125869,ind2,0.0,A,A
"PUTTIGE::IRGC 52588-1::[IRIS 313-8921]",IRIS 313-8921,IRGC 125879,temp,0.0,,
"KUTTA::IRGC 52184-1::[IRIS 313-8924]",IRIS 313-8924,IRGC 125815,ind2,0.0,A,A
"KURULUTUDU::IRGC 36304-1::[IRIS 313-8925]",IRIS 313-8925,IRGC 125813,ind2,0.0,A,A
"MUKKALA BAZAL::IRGC 77279-1::[IRIS 313-8930]",IRIS 313-8930,IRGC 125844,ind1B,0.0,A,A
"PATISAIL::IRGC 37562-1::[IRIS 313-8932]",IRIS 313-8932,IRGC 126079,ind3,0.0,A,A
"ARC 18061::IRGC 47650-1::[IRIS 313-8935]",IRIS 313-8935,IRGC 127034,indx,0.0,A,A
"FU ZAO XIAN::IRGC 63619-1::[IRIS 313-8940]",IRIS 313-8940,IRGC 125744,ind1A,0.0,A,A
"ARC 11524::IRGC 42672-1::[IRIS 313-8946]",IRIS 313-8946,IRGC 125641,indx,0.0,A,A
"BUCAYAB::IRGC 44357-1::[IRIS 313-8948]",IRIS 313-8948,IRGC 126974,ind3,0.0,A,A
"RADEN KARAMUNTING::IRGC 20098-1::[IRIS 313-8956]",IRIS 313-8956,IRGC 125882,ind3,0.0,A,A
"BAM 9::IRGC 6179-1::[IRIS 313-8957]",IRIS 313-8957,IRGC 125670,ind2,0.0,A,A
"ARC 12576::IRGC 22163-1::[IRIS 313-8967]",IRIS 313-8967,IRGC 125645,indx,0.0,A,A
"KALU ILANKALAYAN::IRGC 36270-1::[IRIS 313-8968]",IRIS 313-8968,IRGC 125792,ind2,0.0,A,A
"E DAW HAWM::IRGC 47938-1::[IRIS 313-8980]",IRIS 313-8980,IRGC 126132,ind3,0.0,A,A
"ARC 18112::IRGC 42274-1::[IRIS 313-8982]",IRIS 313-8982,IRGC 125655,indx,0.0,A,A
"KHAO' HAWM::IRGC 78257-1::[IRIS 313-8985]",IRIS 313-8985,IRGC 126153,ind3,0.0,A,A
"ARC 10754::IRGC 12603-1::[IRIS 313-8986]",IRIS 313-8986,IRGC 125637,indx,0.0,A,A
"BANIKAT::IRGC 67720-1::[IRIS 313-8988]",IRIS 313-8988,IRGC 125672,ind2,0.0,A,A
"ARC 14064::IRGC 41377-1::[IRIS 313-8994]",IRIS 313-8994,IRGC 125649,indx,0.0,A,A
"SRAU SENG::IRGC 30290-1::[IRIS 313-8996]",IRIS 313-8996,IRGC 126169,ind3,0.0,A,A
"LONG KHI KRAI::IRGC 64490-1::[IRIS 313-9006]",IRIS 313-9006,IRGC 126985,ind3,0.0,A,A
"PING SHAN TA TSWEN KU::IRGC 1563-1::[IRIS 313-9017]",IRIS 313-9017,IRGC 126988,indx,0.0,A,A
"KAM PAI::IRGC 78245-1::[IRIS 313-9019]",IRIS 313-9019,IRGC 126152,ind3,0.0,A,A
"LEUANG CHAIYAPHUM::IRGC 78266-1::[IRIS 313-9020]",IRIS 313-9020,IRGC 126983,ind3,0.0,A,A
"CR 60-10::IRGC 15777-1::[IRIS 313-9023]",IRIS 313-9023,IRGC 125715,indx,0.0,A,A
"KHAO GRADOOK CHAHNG::IRGC 17111-1::[IRIS 313-9032]",IRIS 313-9032,IRGC 125800,ind1B,0.0,A,A
"PAI CHUEH CHIU LIU::IRGC 34259-1::[IRIS 313-9065]",IRIS 313-9065,IRGC 125865,ind1A,0.0,A,A
"AUS 177::IRGC 29009-1::[IRIS 313-9066]",IRIS 313-9066,IRGC 125659,ind1B,0.0,A,A
"KONTOL 86::IRGC 14281-1::[IRIS 313-9070]",IRIS 313-9070,IRGC 126154,ind3,0.0,A,A
"MUTA GANJE::IRGC 26744-1::[IRIS 313-9072]",IRIS 313-9072,IRGC 125847,ind2,0.0,A,A
"LEUANG YAI 344::IRGC 651-1::[IRIS 313-9112]",IRIS 313-9112,IRGC 125826,ind3,0.0,A,A
"LEUANG 28-1-87::IRGC 874-1::[IRIS 313-9114]",IRIS 313-9114,IRGC 125822,indx,0.0,A,A
"LEUANG YAI 29-12-2::IRGC 881-1::[IRIS 313-9115]",IRIS 313-9115,IRGC 126157,ind3,0.0,A,A
"LEUANG YAI 2 B 72::IRGC 882-1::[IRIS 313-9116]",IRIS 313-9116,IRGC 126138,ind3,0.0,A,A
"LEUANG YAI 29-12-46::IRGC 24397-1::[IRIS 313-9119]",IRIS 313-9119,IRGC 125825,ind3,0.0,A,A
"SONAPATNAI::IRGC 46695-1::[IRIS 313-9120]",IRIS 313-9120,IRGC 125905,admix,0.0,A,A
"KHAO LEUANG RAI::IRGC 48168-1::[IRIS 313-9121]",IRIS 313-9121,IRGC 125802,ind2,0.0,A,A
"LEUANG GLIANG::IRGC 71271-1::[IRIS 313-9123]",IRIS 313-9123,IRGC 125823,subtrop,0.0,A,A
"GOJOL GORIA::IRGC 26629-1::[IRIS 313-9139]",IRIS 313-9139,IRGC 125754,ind2,0.0,A,A
"KUSHIARA::IRGC 34709-1::[IRIS 313-9174]",IRIS 313-9174,IRGC 125814,ind2,0.0,A,A
"KHAO MON::IRGC 60764-1::[IRIS 313-9182]",IRIS 313-9182,IRGC 125803,indx,0.0,A,A
"XI GAN JING REN::IRGC 60035-1::[IRIS 313-9184]",IRIS 313-9184,IRGC 126014,indx,0.0,A,A
"GABAHSI RASAKI C 90::IRGC 49647-1::[IRIS 313-9197]",IRIS 313-9197,IRGC 126205,ind3,0.0,A,A
"KHAO PONG AEV::IRGC 29820-1::[IRIS 313-9198]",IRIS 313-9198,,ind3,0.0,A,A
"ARC 6044::IRGC 12190-1::[IRIS 313-9201]",IRIS 313-9201,IRGC 126146,trop,0.0,A,A
"CHI SHENG TAO::IRGC 4606-1::[IRIS 313-9204]",IRIS 313-9204,IRGC 125704,ind1A,0.0,A,A
"KACIK TARAM::IRGC 35310-1::[IRIS 313-9208]",IRIS 313-9208,IRGC 126165,ind3,0.0,A,A
"LEUANG LAI MAE PRAJAN::IRGC 71279-1::[IRIS 313-9209]",IRIS 313-9209,IRGC 126984,ind3,0.0,A,A
"KUATEK::IRGC 14285-1::[IRIS 313-9210]",IRIS 313-9210,IRGC 131915,ind3,0.0,A,A
"KALO CHAKOL::IRGC 77258-1::[IRIS 313-9218]",IRIS 313-9218,IRGC 126136,ind2,0.0,A,A
"WP 65::IRGC 36526-1::[IRIS 313-9227]",IRIS 313-9227,IRGC 126013,ind1B,0.0,A,A
"JANDA LAOR::IRGC 48552-1::[IRIS 313-9251]",IRIS 313-9251,IRGC 126980,ind3,0.0,A,A
"YONG JIN ZAO 3::IRGC 70441-1::[IRIS 313-9253]",IRIS 313-9253,IRGC 125946,ind1A,0.0,A,A
"GALWAKA HANDERAN::IRGC 31381-1::[IRIS 313-9256]",IRIS 313-9256,IRGC 125746,indx,0.0,A,A
"MAKRO::IRGC 74763-1::[IRIS 313-9258]",IRIS 313-9258,IRGC 126158,ind2,0.0,A,A
"G 25::IRGC 45733-1::[IRIS 313-9259]",IRIS 313-9259,IRGC 126150,ind2,0.0,A,A
"JHODI BIRUN::IRGC 31812-1::[IRIS 313-9262]",IRIS 313-9262,IRGC 125785,ind2,0.0,A,A
"PURA BINNI::IRGC 26772-1::[IRIS 313-9271]",IRIS 313-9271,IRGC 125878,ind2,0.0,A,A
"KHAO KAI::IRGC 78251-1::[IRIS 313-9281]",IRIS 313-9281,IRGC 125801,ind3,0.0,A,A
"PALEPYU::IRGC 33549-1::[IRIS 313-9285]",IRIS 313-9285,IRGC 125866,indx,0.0,A,A
"LEUANG TAWNG SOOK::IRGC 24394-1::[IRIS 313-9286]",IRIS 313-9286,IRGC 126137,ind3,0.0,A,A
"SONAMUKHI::IRGC 46693-1::[IRIS 313-9287]",IRIS 313-9287,IRGC 126161,ind2,0.0,A,A
"GAM PAI 30-12-15::IRGC 831-1::[IRIS 313-9302]",IRIS 313-9302,IRGC 125747,ind3,0.0,A,A
"ARC 10799::IRGC 12631-1::[IRIS 313-9313]",IRIS 313-9313,IRGC 125638,indx,0.0,A,A
"VEN THAP::IRGC 56138-1::[IRIS 313-9317]",IRIS 313-9317,IRGC 125933,indx,0.0,A,A
"SIPULUT HITAM PENDEK::IRGC 20154-1::[IRIS 313-9320]",IRIS 313-9320,IRGC 125901,ind3,0.0,A,A
